Année,Région Code,Région,Classe d'âge,Sexe,Taux de passages aux urgences pour gestes auto infligés
2021,01,Guadeloupe,45-64 ans,Hommes,127.728750580585
2021,01,Guadeloupe,18-24 ans,Femmes,871.132472213878
2021,01,Guadeloupe,18-24 ans,Hommes et Femmes,709.710922624199
2022,01,Guadeloupe,11-17 ans,Hommes,398.67109634551497
2022,01,Guadeloupe,18-24 ans,Hommes,402.414486921529
2022,01,Guadeloupe,45-64 ans,Hommes,170.67086779572
2022,01,Guadeloupe,Tous,Hommes,224.187927967444
2022,01,Guadeloupe,00-10 ans,Femmes,307.52532561505103
2022,01,Guadeloupe,45-64 ans,Femmes,377.643504531722
2022,01,Guadeloupe,Tous,Femmes,424.89108804388695
2022,01,Guadeloupe,45-64 ans,Hommes et Femmes,266.704098820887
2022,01,Guadeloupe,Tous,Hommes et Femmes,319.496983948472
2023,01,Guadeloupe,18-24 ans,Hommes,214.50021450021399
2023,01,Guadeloupe,25-44 ans,Hommes,280.855047589328
2023,01,Guadeloupe,65 ans et plus,Hommes,58.6097761106553
2023,01,Guadeloupe,25-44 ans,Femmes,793.522267206478
2023,01,Guadeloupe,65 ans et plus,Femmes,224.578914535246
2023,01,Guadeloupe,Tous,Femmes,485.663328302922
2023,01,Guadeloupe,00-10 ans,Hommes et Femmes,221.62350078220098
2023,01,Guadeloupe,25-44 ans,Hommes et Femmes,532.168387609214
2023,01,Guadeloupe,45-64 ans,Hommes et Femmes,265.97656530803005
2024,01,Guadeloupe,00-10 ans,Hommes,134.016554986204
2024,01,Guadeloupe,25-44 ans,Hommes,341.977771444856
2024,01,Guadeloupe,Tous,Hommes,196.791835427107
2024,01,Guadeloupe,00-10 ans,Femmes,182.551883166795
2024,01,Guadeloupe,11-17 ans,Femmes,1000.0
2024,01,Guadeloupe,Tous,Femmes,467.182937666624
2024,01,Guadeloupe,11-17 ans,Hommes et Femmes,609.15143788072
2024,01,Guadeloupe,45-64 ans,Hommes et Femmes,325.076392952344
2020,02,Martinique,11-17 ans,Hommes,
2020,02,Martinique,18-24 ans,Hommes,
2020,02,Martinique,00-10 ans,Hommes et Femmes,
2020,02,Martinique,Tous,Hommes et Femmes,
2021,02,Martinique,00-10 ans,Hommes,
2021,02,Martinique,25-44 ans,Hommes,
2021,02,Martinique,18-24 ans,Femmes,
2021,02,Martinique,25-44 ans,Femmes,
2021,02,Martinique,45-64 ans,Femmes,
2021,02,Martinique,18-24 ans,Hommes et Femmes,
2021,02,Martinique,Tous,Hommes et Femmes,
2022,02,Martinique,18-24 ans,Hommes,
2022,02,Martinique,Tous,Hommes,
2022,02,Martinique,11-17 ans,Femmes,
2022,02,Martinique,25-44 ans,Femmes,
2022,02,Martinique,45-64 ans,Femmes,
2022,02,Martinique,Tous,Femmes,
2022,02,Martinique,Tous,Hommes et Femmes,
2023,02,Martinique,18-24 ans,Hommes,350.877192982456
2023,02,Martinique,25-44 ans,Hommes,513.610683102208
2023,02,Martinique,45-64 ans,Hommes,112.27544910179601
2023,02,Martinique,Tous,Hommes,181.305398871878
2023,02,Martinique,00-10 ans,Femmes,145.62096941959598
2023,02,Martinique,25-44 ans,Femmes,641.368252271513
2023,02,Martinique,Tous,Femmes,497.60412827128596
2023,02,Martinique,11-17 ans,Hommes et Femmes,535.3620738236119
2023,02,Martinique,25-44 ans,Hommes et Femmes,575.991621940044
2024,02,Martinique,00-10 ans,Hommes,173.611111111111
2024,02,Martinique,18-24 ans,Hommes,627.090301003344
2024,02,Martinique,25-44 ans,Hommes,418.02136553646096
2024,02,Martinique,65 ans et plus,Hommes,120.059106021426
2024,02,Martinique,Tous,Hommes,235.271051857661
2024,02,Martinique,25-44 ans,Femmes,1045.81673306773
2024,02,Martinique,25-44 ans,Hommes et Femmes,720.8650380456551
2024,02,Martinique,65 ans et plus,Hommes et Femmes,133.83041774209
2024,02,Martinique,Tous,Hommes et Femmes,449.873146234928
2020,03,Guyane,00-10 ans,Hommes,247.98512089274598
2020,03,Guyane,25-44 ans,Hommes,282.532823666279
2020,03,Guyane,45-64 ans,Hommes,125.062531265633
2020,03,Guyane,65 ans et plus,Hommes,94.1028858218319
2020,03,Guyane,Tous,Hommes,238.786864260745
2020,03,Guyane,00-10 ans,Femmes,213.83647798742098
2020,03,Guyane,25-44 ans,Femmes,342.084327764519
2020,03,Guyane,25-44 ans,Hommes et Femmes,312.95724272476
2020,03,Guyane,45-64 ans,Hommes et Femmes,162.53555465258
2021,03,Guyane,00-10 ans,Hommes,180.98058571898702
2021,03,Guyane,18-24 ans,Hommes,261.60889470242
2021,03,Guyane,45-64 ans,Hommes,172.95053614666202
2021,03,Guyane,00-10 ans,Femmes,215.208034433285
2021,03,Guyane,25-44 ans,Femmes,518.321215175293
2021,03,Guyane,65 ans et plus,Femmes,191.082802547771
2021,03,Guyane,00-10 ans,Hommes et Femmes,196.221593501871
2021,03,Guyane,11-17 ans,Hommes et Femmes,1273.02275189599
2022,03,Guyane,00-10 ans,Hommes,204.026115342764
2022,03,Guyane,18-24 ans,Hommes,248.190279214064
2022,03,Guyane,25-44 ans,Hommes,298.132747528636
2022,03,Guyane,65 ans et plus,Hommes,73.6738703339882
2022,03,Guyane,18-24 ans,Femmes,862.230552952202
2022,03,Guyane,25-44 ans,Femmes,399.024606517402
2022,03,Guyane,45-64 ans,Femmes,222.513089005236
2022,03,Guyane,25-44 ans,Hommes et Femmes,350.08942501617304
2023,03,Guyane,11-17 ans,Hommes,418.307086614173
2023,03,Guyane,25-44 ans,Hommes,253.957504444256
2023,03,Guyane,65 ans et plus,Hommes,156.494522691706
2023,03,Guyane,Tous,Hommes,246.53382489313097
2023,03,Guyane,65 ans et plus,Femmes,299.58058717795103
2023,03,Guyane,00-10 ans,Hommes et Femmes,160.183066361556
2023,03,Guyane,25-44 ans,Hommes et Femmes,363.940598201213
2024,03,Guyane,45-64 ans,Hommes,69.900740947854
2024,03,Guyane,00-10 ans,Femmes,160.44496737619
2024,03,Guyane,11-17 ans,Femmes,1002.22717149221
2024,03,Guyane,18-24 ans,Femmes,660.276890308839
2024,03,Guyane,45-64 ans,Femmes,73.4322220590395
2024,03,Guyane,65 ans et plus,Femmes,118.80011880011901
2024,03,Guyane,65 ans et plus,Hommes et Femmes,83.49568605622039
2024,03,Guyane,Tous,Hommes et Femmes,261.974633802285
2020,04,Réunion,00-10 ans,Hommes,239.98800059996998
2020,04,Réunion,18-24 ans,Hommes,639.344262295082
2020,04,Réunion,25-44 ans,Hommes,573.562036686327
2020,04,Réunion,65 ans et plus,Femmes,229.68317232993297
2020,04,Réunion,Tous,Femmes,764.722806911277
2020,04,Réunion,18-24 ans,Hommes et Femmes,995.226150983089
2020,04,Réunion,Tous,Hommes et Femmes,562.989669278236
2021,04,Réunion,18-24 ans,Hommes,575.475874280655
2021,04,Réunion,Tous,Hommes,330.63517338995
2021,04,Réunion,25-44 ans,Femmes,777.964676198486
2021,04,Réunion,65 ans et plus,Femmes,96.6767371601208
2021,04,Réunion,18-24 ans,Hommes et Femmes,1001.75984838229
2021,04,Réunion,Tous,Hommes et Femmes,474.594058828674
2022,04,Réunion,00-10 ans,Hommes,105.33855812581601
2022,04,Réunion,Tous,Hommes,286.888185329768
2022,04,Réunion,00-10 ans,Hommes et Femmes,109.91837975630901
2022,04,Réunion,45-64 ans,Hommes et Femmes,401.98061974230603
2022,04,Réunion,65 ans et plus,Hommes et Femmes,95.22742549854361
2023,04,Réunion,45-64 ans,Hommes,343.930508399841
2023,04,Réunion,11-17 ans,Femmes,2341.48908182057
2023,04,Réunion,25-44 ans,Femmes,781.713833366317
2023,04,Réunion,45-64 ans,Femmes,649.350649350649
2023,04,Réunion,65 ans et plus,Femmes,139.844492923869
2023,04,Réunion,18-24 ans,Hommes et Femmes,1076.57801986543
2023,04,Réunion,45-64 ans,Hommes et Femmes,469.605375814026
2024,04,Réunion,00-10 ans,Hommes,122.985022181227
2024,04,Réunion,18-24 ans,Hommes,584.263827577253
2024,04,Réunion,65 ans et plus,Hommes,65.6234225138819
2024,04,Réunion,18-24 ans,Femmes,1129.0656722602
2024,04,Réunion,11-17 ans,Hommes et Femmes,1626.06540530738
2024,04,Réunion,18-24 ans,Hommes et Femmes,887.250100823875
2024,04,Réunion,Tous,Hommes et Femmes,447.118000911885
2020,06,Mayotte,11-17 ans,Hommes,290.697674418605
2020,06,Mayotte,25-44 ans,Hommes,128.064398097329
2020,06,Mayotte,65 ans et plus,Hommes,158.982511923688
2020,06,Mayotte,Tous,Hommes,258.213872317692
2020,06,Mayotte,11-17 ans,Femmes,773.053561568194
2020,06,Mayotte,18-24 ans,Femmes,514.740290126345
2020,06,Mayotte,65 ans et plus,Femmes,0.0
2020,06,Mayotte,Tous,Femmes,303.398058252427
2020,06,Mayotte,00-10 ans,Hommes et Femmes,336.38426034577196
2020,06,Mayotte,11-17 ans,Hommes et Femmes,482.138943677405
2020,06,Mayotte,Tous,Hommes et Femmes,278.386834519968
2021,06,Mayotte,18-24 ans,Hommes,350.194552529183
2021,06,Mayotte,65 ans et plus,Hommes,172.711571675302
2021,06,Mayotte,18-24 ans,Femmes,544.959128065395
2021,06,Mayotte,45-64 ans,Femmes,0.0
2021,06,Mayotte,11-17 ans,Hommes et Femmes,328.87524665643497
2021,06,Mayotte,25-44 ans,Hommes et Femmes,217.434275548527
2021,06,Mayotte,Tous,Hommes et Femmes,251.37393104468
2022,06,Mayotte,00-10 ans,Hommes,268.489138393947
2022,06,Mayotte,18-24 ans,Hommes,269.334359368988
2022,06,Mayotte,18-24 ans,Femmes,596.760443307758
2022,06,Mayotte,25-44 ans,Femmes,333.271616367339
2022,06,Mayotte,65 ans et plus,Femmes,0.0
2022,06,Mayotte,Tous,Femmes,400.332744098991
2022,06,Mayotte,11-17 ans,Hommes et Femmes,575.3968253968251
2022,06,Mayotte,18-24 ans,Hommes et Femmes,424.671385237614
2022,06,Mayotte,45-64 ans,Hommes et Femmes,114.78859766596501
2022,06,Mayotte,65 ans et plus,Hommes et Femmes,0.0
2022,06,Mayotte,Tous,Hommes et Femmes,301.844078668113
2023,06,Mayotte,25-44 ans,Hommes,161.648817943019
2023,06,Mayotte,65 ans et plus,Hommes,0.0
2023,06,Mayotte,Tous,Hommes,160.756935513504
2023,06,Mayotte,11-17 ans,Femmes,800.0
2023,06,Mayotte,18-24 ans,Femmes,392.927308447937
2023,06,Mayotte,65 ans et plus,Femmes,0.0
2023,06,Mayotte,Tous,Femmes,289.443216503526
2023,06,Mayotte,25-44 ans,Hommes et Femmes,222.41562711536602
2024,06,Mayotte,25-44 ans,Hommes,159.87210231814498
2024,06,Mayotte,00-10 ans,Femmes,550.0171880371261
2024,06,Mayotte,45-64 ans,Femmes,0.0
2024,06,Mayotte,00-10 ans,Hommes et Femmes,447.828034034931
2024,06,Mayotte,25-44 ans,Hommes et Femmes,232.513078860686
2020,11,Île-de-France,00-10 ans,Hommes,150.328898775645
2020,11,Île-de-France,18-24 ans,Hommes,340.35020484885
2020,11,Île-de-France,45-64 ans,Hommes,274.485487814029
2020,11,Île-de-France,Tous,Hommes,232.072119605766
2020,11,Île-de-France,18-24 ans,Femmes,863.1639206425881
2020,11,Île-de-France,65 ans et plus,Femmes,226.459004654493
2020,11,Île-de-France,65 ans et plus,Hommes et Femmes,169.244011179776
2020,11,Île-de-France,Tous,Hommes et Femmes,338.7085214034
2021,11,Île-de-France,00-10 ans,Hommes,108.35211905787101
2021,11,Île-de-France,25-44 ans,Hommes,243.10050703066702
2021,11,Île-de-France,45-64 ans,Hommes,234.584450402145
2021,11,Île-de-France,Tous,Hommes,197.606330037821
2021,11,Île-de-France,65 ans et plus,Femmes,191.547280783675
2021,11,Île-de-France,Tous,Hommes et Femmes,307.37297489393296
2022,11,Île-de-France,00-10 ans,Hommes,82.2655432018747
2022,11,Île-de-France,65 ans et plus,Hommes,94.3805802518074
2022,11,Île-de-France,Tous,Hommes,174.522644504367
2022,11,Île-de-France,00-10 ans,Femmes,83.32430653345891
2022,11,Île-de-France,18-24 ans,Femmes,895.706664803038
2022,11,Île-de-France,25-44 ans,Femmes,373.161962325454
2022,11,Île-de-France,11-17 ans,Hommes et Femmes,749.9193635093001
2022,11,Île-de-France,18-24 ans,Hommes et Femmes,602.043406149106
2022,11,Île-de-France,25-44 ans,Hommes et Femmes,292.544401875222
2022,11,Île-de-France,65 ans et plus,Hommes et Femmes,130.44015930639702
2022,11,Île-de-France,Tous,Hommes et Femmes,279.91243779290903
2023,11,Île-de-France,18-24 ans,Hommes,296.804206139607
2023,11,Île-de-France,25-44 ans,Hommes,214.637483756177
2023,11,Île-de-France,11-17 ans,Femmes,1230.0641916484701
2023,11,Île-de-France,25-44 ans,Femmes,359.708818438337
2023,11,Île-de-France,65 ans et plus,Femmes,147.93474135328898
2024,11,Île-de-France,00-10 ans,Hommes,76.5370250664368
2024,11,Île-de-France,18-24 ans,Hommes,304.96559804270703
2024,11,Île-de-France,Tous,Femmes,362.640392560648
2024,11,Île-de-France,18-24 ans,Hommes et Femmes,603.563686471771
2024,11,Île-de-France,25-44 ans,Hommes et Femmes,266.65194525718897
2024,11,Île-de-France,45-64 ans,Hommes et Femmes,239.056560504243
2024,11,Île-de-France,65 ans et plus,Hommes et Femmes,108.101328571301
2024,11,Île-de-France,Tous,Hommes et Femmes,259.02823573224
2020,24,Centre-Val de Loire,00-10 ans,Hommes,98.9995831596499
2020,24,Centre-Val de Loire,18-24 ans,Hommes,449.48820649755197
2020,24,Centre-Val de Loire,25-44 ans,Hommes,537.0150470552791
2020,24,Centre-Val de Loire,45-64 ans,Hommes,421.652210900079
2020,24,Centre-Val de Loire,00-10 ans,Femmes,121.285627653123
2020,24,Centre-Val de Loire,18-24 ans,Femmes,1077.0651074867
2020,24,Centre-Val de Loire,25-44 ans,Femmes,693.074993777642
2020,24,Centre-Val de Loire,Tous,Femmes,588.8458457967599
2020,24,Centre-Val de Loire,11-17 ans,Hommes et Femmes,669.637108197904
2020,24,Centre-Val de Loire,25-44 ans,Hommes et Femmes,611.865591991462
2020,24,Centre-Val de Loire,65 ans et plus,Hommes et Femmes,197.331605454599
2020,24,Centre-Val de Loire,Tous,Hommes et Femmes,451.007958728366
2021,24,Centre-Val de Loire,11-17 ans,Hommes,234.64998044583498
2021,24,Centre-Val de Loire,18-24 ans,Hommes,388.58273279638297
2021,24,Centre-Val de Loire,45-64 ans,Hommes,461.025372743918
2021,24,Centre-Val de Loire,00-10 ans,Femmes,64.3694808199063
2021,24,Centre-Val de Loire,00-10 ans,Hommes et Femmes,64.3642649600942
2021,24,Centre-Val de Loire,25-44 ans,Hommes et Femmes,518.7039463875129
2021,24,Centre-Val de Loire,Tous,Hommes et Femmes,419.883115838149
2022,24,Centre-Val de Loire,11-17 ans,Hommes,259.66273690494
2022,24,Centre-Val de Loire,18-24 ans,Hommes,484.57438216766303
2022,24,Centre-Val de Loire,11-17 ans,Femmes,1802.93942263846
2022,24,Centre-Val de Loire,18-24 ans,Femmes,1220.15391699007
2022,24,Centre-Val de Loire,65 ans et plus,Femmes,194.02627344008602
2023,24,Centre-Val de Loire,25-44 ans,Hommes,418.67082176004305
2023,24,Centre-Val de Loire,11-17 ans,Femmes,1669.89607186894
2023,24,Centre-Val de Loire,25-44 ans,Femmes,691.32177051788
2023,24,Centre-Val de Loire,11-17 ans,Hommes et Femmes,897.558446608234
2023,24,Centre-Val de Loire,18-24 ans,Hommes et Femmes,916.3783927621081
2023,24,Centre-Val de Loire,Tous,Hommes et Femmes,423.33914928298196
2024,24,Centre-Val de Loire,00-10 ans,Hommes,64.62536674895631
2024,24,Centre-Val de Loire,18-24 ans,Hommes,486.65827981195804
2024,24,Centre-Val de Loire,25-44 ans,Hommes,439.613461821983
2024,24,Centre-Val de Loire,00-10 ans,Hommes et Femmes,67.4147835002317
2024,24,Centre-Val de Loire,11-17 ans,Hommes et Femmes,1021.54220902794
2020,27,Bourgogne et Franche-Comté,00-10 ans,Hommes,130.872922392357
2020,27,Bourgogne et Franche-Comté,45-64 ans,Hommes,637.028639296029
2020,27,Bourgogne et Franche-Comté,00-10 ans,Femmes,116.80692346491801
2020,27,Bourgogne et Franche-Comté,11-17 ans,Femmes,1057.3881608676
2020,27,Bourgogne et Franche-Comté,18-24 ans,Femmes,1354.12392285597
2020,27,Bourgogne et Franche-Comté,Tous,Femmes,726.765248839129
2020,27,Bourgogne et Franche-Comté,00-10 ans,Hommes et Femmes,124.50318440837
2020,27,Bourgogne et Franche-Comté,18-24 ans,Hommes et Femmes,1016.71146429824
2020,27,Bourgogne et Franche-Comté,25-44 ans,Hommes et Femmes,885.516386980516
2021,27,Bourgogne et Franche-Comté,11-17 ans,Hommes,251.553714116603
2021,27,Bourgogne et Franche-Comté,25-44 ans,Hommes,643.9555985860001
2021,27,Bourgogne et Franche-Comté,65 ans et plus,Hommes,132.74937545077302
2021,27,Bourgogne et Franche-Comté,Tous,Hommes,361.861917229003
2021,27,Bourgogne et Franche-Comté,Tous,Femmes,725.311910935451
2021,27,Bourgogne et Franche-Comté,45-64 ans,Hommes et Femmes,761.835904027421
2021,27,Bourgogne et Franche-Comté,65 ans et plus,Hommes et Femmes,191.422715495572
2022,27,Bourgogne et Franche-Comté,00-10 ans,Hommes,81.4287443467544
2022,27,Bourgogne et Franche-Comté,25-44 ans,Hommes,598.9610940315911
2022,27,Bourgogne et Franche-Comté,18-24 ans,Femmes,1630.33123758199
2022,27,Bourgogne et Franche-Comté,45-64 ans,Femmes,1004.3809604304901
2022,27,Bourgogne et Franche-Comté,65 ans et plus,Femmes,246.54955562774302
2022,27,Bourgogne et Franche-Comté,00-10 ans,Hommes et Femmes,90.3315346789342
2022,27,Bourgogne et Franche-Comté,11-17 ans,Hommes et Femmes,948.0495372457501
2022,27,Bourgogne et Franche-Comté,Tous,Hommes et Femmes,519.9280894336009
2023,27,Bourgogne et Franche-Comté,25-44 ans,Hommes,598.556105164035
2023,27,Bourgogne et Franche-Comté,11-17 ans,Femmes,1736.0194715697498
2023,27,Bourgogne et Franche-Comté,25-44 ans,Femmes,855.268508227385
2023,27,Bourgogne et Franche-Comté,65 ans et plus,Femmes,258.41725662246205
2023,27,Bourgogne et Franche-Comté,18-24 ans,Hommes et Femmes,1208.38030298864
2023,27,Bourgogne et Franche-Comté,25-44 ans,Hommes et Femmes,712.5361834780671
2024,27,Bourgogne et Franche-Comté,11-17 ans,Hommes,365.841178878428
2024,27,Bourgogne et Franche-Comté,18-24 ans,Hommes,704.6261416298549
2024,27,Bourgogne et Franche-Comté,25-44 ans,Femmes,909.7480802542391
2024,27,Bourgogne et Franche-Comté,11-17 ans,Hommes et Femmes,1180.06701285526
2020,28,Normandie,11-17 ans,Femmes,628.406763184391
2020,28,Normandie,45-64 ans,Femmes,746.3517879024171
2020,28,Normandie,18-24 ans,Hommes et Femmes,579.09937522103
2021,28,Normandie,65 ans et plus,Hommes,131.772973990525
2021,28,Normandie,18-24 ans,Femmes,1104.78013135575
2021,28,Normandie,25-44 ans,Hommes et Femmes,599.936520160052
2021,28,Normandie,45-64 ans,Hommes et Femmes,614.1879794638301
2021,28,Normandie,65 ans et plus,Hommes et Femmes,213.458789674463
2021,28,Normandie,Tous,Hommes et Femmes,446.048715970462
2022,28,Normandie,11-17 ans,Hommes,202.039825157844
2022,28,Normandie,Tous,Hommes,273.929305167782
2022,28,Normandie,11-17 ans,Femmes,1171.08262406157
2022,28,Normandie,25-44 ans,Femmes,604.83261257447
2022,28,Normandie,65 ans et plus,Femmes,221.36137244050903
2023,28,Normandie,11-17 ans,Hommes,220.35980059244298
2023,28,Normandie,25-44 ans,Hommes,495.424744668714
2023,28,Normandie,Tous,Hommes,296.953093958468
2023,28,Normandie,Tous,Femmes,561.811241026626
2023,28,Normandie,45-64 ans,Hommes et Femmes,539.753004331713
2023,28,Normandie,Tous,Hommes et Femmes,425.51245740168395
2024,28,Normandie,11-17 ans,Hommes,196.368959423032
2024,28,Normandie,25-44 ans,Hommes,479.427493412744
2024,28,Normandie,45-64 ans,Hommes,400.16006402561004
2024,28,Normandie,Tous,Hommes,292.09583500635
2024,28,Normandie,00-10 ans,Femmes,80.4286630365081
2024,28,Normandie,65 ans et plus,Femmes,205.81906632987202
2024,28,Normandie,Tous,Femmes,570.666456897877
2024,28,Normandie,11-17 ans,Hommes et Femmes,757.932057450888
2020,32,Hauts-de-France,11-17 ans,Hommes,417.84206842428995
2020,32,Hauts-de-France,25-44 ans,Femmes,1007.83112019067
2020,32,Hauts-de-France,00-10 ans,Hommes et Femmes,140.555328177843
2020,32,Hauts-de-France,11-17 ans,Hommes et Femmes,910.9634128214379
2020,32,Hauts-de-France,25-44 ans,Hommes et Femmes,928.584805543417
2020,32,Hauts-de-France,65 ans et plus,Hommes et Femmes,237.67349960933203
2021,32,Hauts-de-France,11-17 ans,Hommes,374.980054252433
2021,32,Hauts-de-France,18-24 ans,Hommes,589.166373549068
2021,32,Hauts-de-France,25-44 ans,Hommes,771.143975323393
2021,32,Hauts-de-France,45-64 ans,Femmes,1188.7444110271201
2021,32,Hauts-de-France,65 ans et plus,Hommes et Femmes,265.97749421202803
2022,32,Hauts-de-France,65 ans et plus,Hommes,163.753956240539
2022,32,Hauts-de-France,18-24 ans,Femmes,1347.94642967965
2022,32,Hauts-de-France,45-64 ans,Hommes et Femmes,827.883072858066
2022,32,Hauts-de-France,65 ans et plus,Hommes et Femmes,222.40046667638902
2022,32,Hauts-de-France,Tous,Hommes et Femmes,556.773791241072
2023,32,Hauts-de-France,18-24 ans,Hommes,601.129318258989
2023,32,Hauts-de-France,25-44 ans,Hommes,712.3984428335431
2023,32,Hauts-de-France,11-17 ans,Femmes,1482.00137672259
2023,32,Hauts-de-France,65 ans et plus,Hommes et Femmes,209.59491534064801
2023,32,Hauts-de-France,Tous,Hommes et Femmes,569.524857276934
2024,32,Hauts-de-France,Tous,Hommes,416.412117727387
2024,32,Hauts-de-France,45-64 ans,Femmes,950.644083482474
2024,32,Hauts-de-France,65 ans et plus,Femmes,266.02366089129504
2020,44,Grand Est,65 ans et plus,Hommes,139.098270208103
2020,44,Grand Est,00-10 ans,Femmes,154.318916815394
2020,44,Grand Est,00-10 ans,Hommes et Femmes,158.843809604034
2020,44,Grand Est,18-24 ans,Hommes et Femmes,988.822012037833
2020,44,Grand Est,Tous,Hommes et Femmes,582.606166647808
2021,44,Grand Est,45-64 ans,Hommes,532.1572837580039
2021,44,Grand Est,11-17 ans,Femmes,1998.44542628048
2021,44,Grand Est,00-10 ans,Hommes et Femmes,122.883920547292
2021,44,Grand Est,65 ans et plus,Hommes et Femmes,200.469708962099
2022,44,Grand Est,11-17 ans,Hommes,295.672282788239
2022,44,Grand Est,18-24 ans,Hommes,546.24792967257
2022,44,Grand Est,65 ans et plus,Hommes,118.557101764752
2022,44,Grand Est,00-10 ans,Femmes,98.3805702651143
2022,44,Grand Est,45-64 ans,Femmes,888.1564295577031
2022,44,Grand Est,65 ans et plus,Hommes et Femmes,177.946604035853
2023,44,Grand Est,11-17 ans,Hommes,248.59326446628
2023,44,Grand Est,25-44 ans,Hommes,583.985021865643
2023,44,Grand Est,45-64 ans,Hommes,463.23591341699705
2023,44,Grand Est,Tous,Hommes,334.127749161724
2023,44,Grand Est,00-10 ans,Femmes,95.1142341363045
2023,44,Grand Est,11-17 ans,Femmes,1947.9642808925898
2023,44,Grand Est,65 ans et plus,Femmes,221.322628544973
2023,44,Grand Est,65 ans et plus,Hommes et Femmes,174.399065027235
2024,44,Grand Est,00-10 ans,Hommes,102.06004270820199
2024,44,Grand Est,11-17 ans,Hommes,262.37481201804604
2024,44,Grand Est,18-24 ans,Hommes,609.3039749830749
2024,44,Grand Est,25-44 ans,Hommes,570.831792736165
2024,44,Grand Est,11-17 ans,Femmes,2099.59719103126
2024,44,Grand Est,18-24 ans,Femmes,1656.70339080744
2024,44,Grand Est,25-44 ans,Hommes et Femmes,690.616441714354
2024,44,Grand Est,45-64 ans,Hommes et Femmes,527.865863635301
2024,44,Grand Est,65 ans et plus,Hommes et Femmes,153.737622997125
2020,52,Pays de la Loire,00-10 ans,Hommes,134.60282270037
2020,52,Pays de la Loire,25-44 ans,Hommes,756.86441883625
2020,52,Pays de la Loire,Tous,Hommes,440.066729891048
2020,52,Pays de la Loire,00-10 ans,Femmes,168.324791478243
2020,52,Pays de la Loire,18-24 ans,Femmes,1460.1071002041801
2020,52,Pays de la Loire,45-64 ans,Femmes,1233.74139250191
2020,52,Pays de la Loire,Tous,Femmes,786.437250566954
2020,52,Pays de la Loire,00-10 ans,Hommes et Femmes,149.450354806213
2020,52,Pays de la Loire,18-24 ans,Hommes et Femmes,1074.46142844373
2021,52,Pays de la Loire,00-10 ans,Hommes,104.51113745554399
2021,52,Pays de la Loire,18-24 ans,Hommes,718.29234244524
2021,52,Pays de la Loire,65 ans et plus,Hommes,160.151253962075
2021,52,Pays de la Loire,Tous,Hommes,424.563947551162
2021,52,Pays de la Loire,00-10 ans,Femmes,88.9679715302491
2021,52,Pays de la Loire,18-24 ans,Femmes,1581.21423092808
2021,52,Pays de la Loire,65 ans et plus,Femmes,342.602415736352
2021,52,Pays de la Loire,Tous,Femmes,820.9333636411319
2021,52,Pays de la Loire,00-10 ans,Hommes et Femmes,97.5668721614948
2021,52,Pays de la Loire,18-24 ans,Hommes et Femmes,1117.14316892187
2021,52,Pays de la Loire,25-44 ans,Hommes et Femmes,826.9037349047879
2021,52,Pays de la Loire,45-64 ans,Hommes et Femmes,822.131669972858
2021,52,Pays de la Loire,65 ans et plus,Hommes et Femmes,258.443526456729
2021,52,Pays de la Loire,Tous,Hommes et Femmes,610.097079452763
2022,52,Pays de la Loire,00-10 ans,Hommes,79.0652727751911
2022,52,Pays de la Loire,11-17 ans,Hommes,365.71054283453003
2022,52,Pays de la Loire,25-44 ans,Hommes,677.724488686471
2022,52,Pays de la Loire,65 ans et plus,Hommes,147.96381612133
2022,52,Pays de la Loire,65 ans et plus,Femmes,308.97711792462104
2022,52,Pays de la Loire,Tous,Femmes,875.2542810076269
2022,52,Pays de la Loire,00-10 ans,Hommes et Femmes,86.5849908559776
2022,52,Pays de la Loire,18-24 ans,Hommes et Femmes,1212.79093860073
2022,52,Pays de la Loire,25-44 ans,Hommes et Femmes,856.150161955649
2022,52,Pays de la Loire,65 ans et plus,Hommes et Femmes,234.590254270645
2023,52,Pays de la Loire,Tous,Hommes,410.752366851849
2023,52,Pays de la Loire,11-17 ans,Femmes,2218.26968252903
2023,52,Pays de la Loire,25-44 ans,Femmes,1049.9908624212899
2023,52,Pays de la Loire,65 ans et plus,Femmes,298.482883550505
2024,52,Pays de la Loire,11-17 ans,Hommes,360.979554118055
2024,52,Pays de la Loire,00-10 ans,Femmes,107.791494640932
2024,52,Pays de la Loire,11-17 ans,Femmes,2499.75396122429
2024,52,Pays de la Loire,18-24 ans,Femmes,2092.5787956334398
2024,52,Pays de la Loire,45-64 ans,Femmes,1183.41135726841
2024,52,Pays de la Loire,65 ans et plus,Femmes,291.148296832148
2024,52,Pays de la Loire,Tous,Femmes,932.601001446669
2024,52,Pays de la Loire,18-24 ans,Hommes et Femmes,1401.97050439955
2024,52,Pays de la Loire,45-64 ans,Hommes et Femmes,839.776581827297
2020,53,Bretagne,00-10 ans,Hommes,174.959624701992
2020,53,Bretagne,11-17 ans,Hommes,272.53977607542697
2020,53,Bretagne,25-44 ans,Hommes,979.638878217441
2020,53,Bretagne,45-64 ans,Hommes,650.149604317553
2020,53,Bretagne,65 ans et plus,Hommes,170.303483257575
2020,53,Bretagne,25-44 ans,Femmes,1282.5623515954
2020,53,Bretagne,45-64 ans,Femmes,1567.96252272409
2020,53,Bretagne,Tous,Femmes,911.8865380324589
